,player_name,position,age,height,weight,rating,value,follower,shots_total,shots_on,goals_total,goals_conceded,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,penalty_saved,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,games_played
146,J. Brandt,4.0,24.0,186.0,84.0,6.555555555555555,40.0,767487,1.8175,0.8148,0.3029,0.0,0.3029,43.0467,2.413,6.6539,0.6476,0.0313,0.6267,7.5,3.2486,3.374,1.9011,0.679,0.5014,0.0209,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,1.2744,1.0028,0.2716,0.4596,0.3029,95.7333
147,J. Corona_Por,3.0,27.0,173.0,62.0,4.9,20.0,524771,1.1153,0.311,0.1287,0.0,0.2359,28.7631,1.7159,5.995,0.8258,0.0643,1.5014,8.644,4.5257,4.204,2.3165,1.9519,1.3406,0.2252,0.0214,0.0107,0.0322,0.0,0.0,0.0,0.0,1.3084,1.051,0.2574,0.5577,0.3003,93.2444
148,J. Correa_Laz,2.0,26.0,189.0,75.0,7.0,30.5,626487,3.1334,1.4386,0.335,0.0,0.1577,29.5599,1.9115,9.7745,0.5124,0.0985,0.2365,8.1585,3.961,4.769,2.8969,1.8918,0.9656,0.1182,0.0,0.0197,0.0788,0.0,0.0,0.0197,0.0,1.3795,0.9262,0.4533,0.3153,0.5321,50.7444
149,J. Draxler,2.0,27.0,185.0,72.0,4.384615384615385,24.0,4083998,1.0091,0.4515,0.1328,0.0,0.2656,49.342,1.4872,9.3877,0.6772,0.0266,0.8365,6.4798,3.0673,2.2706,1.6067,0.4913,0.9428,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5137,0.9693,0.5444,0.4647,0.7569,75.3111
150,J. FÃ©lix,4.0,21.0,181.0,70.0,5.5,81.0,3266789,2.8161,0.9644,0.4822,0.0,0.1929,19.3656,1.0994,9.2585,0.3665,0.0,0.27,5.8058,2.6039,1.9481,0.7908,2.1217,1.3888,0.2122,0.0,0.0,0.0772,0.0,0.0386,0.0,0.0,1.2923,1.0416,0.2508,0.6751,0.3665,51.8444
151,J. GayÃ ,3.0,25.0,172.0,66.0,6.888888888888889,40.0,236227,0.4604,0.1083,0.009,0.0,0.0542,31.3,0.8486,6.3738,1.2097,0.1625,1.2549,7.412,4.2612,1.8327,1.0382,1.4806,0.9389,0.2799,0.0,0.0,0.0451,0.009,0.009,0.0,0.0,1.0292,1.0021,0.0271,0.0451,0.1354,110.7667
152,J. Gbamin,2.0,25.0,186.0,83.0,3.888888888888889,22.5,44473,1.0236,0.2992,0.0472,0.0,0.063,33.4803,0.5512,5.874,0.7717,0.2205,1.4803,12.1732,6.3465,2.126,1.1024,1.0394,1.3701,0.1102,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,1.0394,0.9921,0.0472,0.0787,0.063,63.5
153,J. GimÃ©nez,3.0,24.57894736842105,183.73684210526315,78.3157894736842,6.631578947368421,56.0,1272448,0.5917,0.1306,0.0384,0.0,0.0384,34.3801,0.2536,10.3663,0.8453,0.2843,1.6752,8.9447,5.9554,0.6916,0.5225,1.2756,0.9682,0.2382,0.0077,0.0,0.0077,0.0154,0.0,0.0,0.0,1.1373,1.0067,0.1306,0.1076,0.3765,130.1333
154,J. Gomez,3.0,23.0,188.0,77.0,5.846153846153846,33.5,1574719,0.2283,0.0269,0.0,0.0,0.0269,57.1177,0.4699,12.017,1.4635,0.282,1.5978,7.331,4.3637,0.819,0.7116,0.6848,0.9265,0.1611,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,1.2218,0.9667,0.2551,0.0403,0.6042,74.4778
155,J. Grealish,2.0,25.0,175.0,68.0,5.0,30.5,739524,2.2097,0.679,0.2072,0.0,0.2417,40.7302,2.4629,4.9488,0.7481,0.1957,0.5409,14.2481,8.7123,3.6829,2.4284,4.6957,1.0128,0.2072,0.0,0.0,0.023,0.0,0.0115,0.0115,0.0,1.1164,0.9783,0.1381,0.1726,0.1611,86.8889
156,J. Henderson,2.0,29.142857142857142,169.0,62.214285714285715,4.928571428571429,28.0,3644529,0.6514,0.1323,0.0509,0.0,0.112,60.9838,1.0381,8.3761,1.8625,0.1221,1.3231,7.2668,3.8064,0.7328,0.346,0.4478,1.1195,0.1323,0.0102,0.0,0.0,0.0102,0.0,0.0,0.0,1.2213,0.9872,0.2341,0.2646,0.3969,98.2556
157,J. IkonÃ©,2.0,22.0,175.0,67.0,3.5,36.0,150264,1.4382,0.5183,0.1166,0.0,0.2203,19.928,1.4771,4.7293,0.3887,0.0518,0.2203,6.5045,2.5785,4.0685,2.4359,0.8163,0.8681,0.1296,0.0,0.0,0.0,0.0,0.013,0.0,0.0,1.2957,1.1014,0.1944,0.7904,0.311,77.1778
158,J. Kimmich,3.0,25.0,176.0,73.0,6.7,64.0,2775568,0.6323,0.259,0.099,0.0,0.3123,63.39,2.3159,6.0792,0.7694,0.1447,0.9904,5.7745,3.1615,1.4017,0.739,1.4931,0.7161,0.16,0.0,0.0,0.0152,0.0076,0.0,0.0,0.0,1.0437,0.998,0.0457,0.0686,0.0838,131.2667
159,J. Kluivert,4.0,21.0,171.0,66.0,5.181818181818182,22.5,810572,2.2758,0.8796,0.2792,0.0,0.1955,22.6885,1.7592,8.9497,0.8936,0.0558,0.4608,8.6984,4.0071,4.3422,2.2898,1.7034,1.6056,0.1815,0.014,0.0,0.014,0.0,0.0,0.0,0.0,1.3683,1.0332,0.3351,0.5585,0.5585,71.6222
160,J. KoundÃ©,3.0,22.0,178.0,70.0,4.666666666666667,22.5,1673,0.4994,0.1411,0.0651,0.0,0.0217,39.3655,0.2388,5.4065,0.608,0.38,0.9228,5.3848,3.0398,0.4125,0.3257,0.3691,0.5537,0.1194,0.0109,0.0,0.0,0.0434,0.0,0.0,0.0,1.0422,0.9879,0.0543,0.0217,0.2063,92.1111
161,J. Lerma,2.0,26.0,179.0,70.0,4.0,20.0,50213,1.0337,0.1439,0.0393,0.0,0.0393,39.8314,0.5757,4.1873,1.2169,0.3926,1.9366,12.4833,6.8828,1.0337,0.7982,1.7534,1.7403,0.5103,0.0131,0.0,0.0131,0.0,0.0,0.0,0.0,1.0992,1.0337,0.0654,0.1832,0.1309,76.4222
162,J. Lingard,2.0,28.0,175.0,62.0,6.428571428571429,17.5,6670002,2.1441,0.7892,0.2762,0.0,0.1447,38.1073,1.3943,14.8772,1.2891,0.0789,0.342,8.8395,3.5911,1.9863,0.9339,1.4075,1.7363,0.2236,0.0,0.0,0.0263,0.0,0.0132,0.0,0.0,1.6179,0.9997,0.6182,0.7629,0.7629,76.0222
163,J. Maddison,2.0,24.0,175.0,73.0,5.8,48.0,788064,2.6882,0.7629,0.2815,0.0,0.1635,40.4773,2.888,6.1029,1.0898,0.0363,0.4268,11.4521,6.4208,2.9152,1.9617,3.0333,0.9808,0.1453,0.0091,0.0,0.0363,0.0,0.0545,0.0182,0.0,1.108,1.0353,0.0727,0.3905,0.1362,110.1111
164,J. Mateta,4.0,23.0,190.0,84.0,4.0,17.5,217,3.2382,1.269,0.5251,0.0,0.0292,10.9838,0.8752,3.4862,0.1896,0.0438,0.1459,14.8347,6.5786,2.4506,1.1669,1.2982,1.2836,0.0729,0.0146,0.0146,0.0292,0.0,0.0292,0.0,0.0,1.269,1.0211,0.248,0.5835,0.2917,68.5556
165,J. Matip,3.0,29.0,195.0,90.0,5.833333333333333,32.0,111143,0.4589,0.0888,0.0444,0.0,0.0148,63.5181,0.2368,12.227,1.5395,0.4441,1.7319,8.2747,5.5658,0.2812,0.2072,0.6217,0.8289,0.1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1398,0.9918,0.148,0.0148,0.4885,67.5556
166,J. Oblak,1.0,27.0,188.0,87.0,5.090909090909091,80.0,1301930,0.0,0.0,0.0,0.6902,0.0,10.5291,0.0153,3.1365,0.0,0.0,0.0307,0.2531,0.2147,0.0383,0.0383,0.1304,0.023,0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.9969,0.9969,0.0,0.0077,0.0307,130.4
167,J. Pickford,1.0,26.0,185.0,77.0,6.0,28.0,606545,0.0079,0.0,0.0,1.3737,0.0,14.85,0.0395,3.8526,0.0,0.0,0.0474,0.4579,0.3947,0.0,0.0,0.1105,0.0237,0.0237,0.0,0.0,0.0,0.0,0.0,0.0,0.0316,0.9947,0.9947,0.0,0.0,0.0237,126.6667
168,J. RodrÃ­guez,2.5681818181818183,25.613636363636363,179.04545454545453,71.13636363636364,3.659090909090909,32.0,45619171,1.4375,0.4354,0.2113,0.0288,0.1185,27.1527,1.1462,5.8141,0.8804,0.1281,0.7108,4.4822,2.2667,1.4471,0.8068,0.9957,0.9381,0.1569,0.0032,0.0096,0.016,0.0,0.016,0.0,0.0,1.3511,1.0053,0.3458,0.4162,0.7716,312.3444
169,J. Sancho,2.0,20.0,180.0,76.0,4.166666666666667,117.0,4253514,1.6937,0.8729,0.4299,0.0,0.482,42.9024,2.3712,7.5955,0.4169,0.013,0.482,6.7487,3.2571,5.7976,3.231,1.0292,0.1954,0.0651,0.0,0.0,0.0391,0.0,0.0,0.0,0.0,1.3159,0.9771,0.3387,0.4039,0.4169,76.7556
170,J. Stones,3.0,26.0,188.0,70.0,7.083333333333333,36.0,772639,0.5356,0.1737,0.0434,0.0,0.029,81.705,0.2461,15.6345,0.7962,0.304,1.0713,6.1091,4.1547,0.4198,0.3764,0.2461,0.333,0.0145,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,1.245,1.0134,0.2316,0.1592,0.6225,69.0778
171,J. Tah,3.0,24.0,195.0,97.0,6.3,29.5,178394,0.3371,0.0892,0.0297,0.0,0.0397,62.3397,0.2776,7.9015,0.7832,0.4362,1.2194,5.2545,3.4303,0.6048,0.456,0.4858,0.6742,0.0991,0.0,0.0099,0.0,0.0397,0.0,0.0,0.0,1.0311,0.9914,0.0397,0.0397,0.1884,100.8667
172,J. Tarkowski,3.0,28.0,185.0,81.0,2.7,20.0,23274,0.537,0.1726,0.0384,0.0,0.0192,22.2866,0.211,2.6084,1.6015,1.3234,1.3617,10.5008,7.0293,0.3261,0.2877,0.796,0.9398,0.211,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,1.0165,0.9973,0.0192,0.0096,0.0479,104.2778
173,J. Vardy,4.0,33.0,179.0,74.0,6.125,16.0,1198681,2.2909,1.1957,0.6029,0.0,0.1105,8.7317,0.9244,4.6924,0.422,0.0603,0.1005,8.6312,3.4465,1.3062,0.5426,0.5526,0.6933,0.0904,0.0,0.01,0.0603,0.0,0.1507,0.0201,0.0,1.0852,0.9948,0.0904,0.2713,0.1306,99.5222
174,J. Veretout,2.0,27.0,177.0,67.0,7.142857142857143,20.0,109424,1.3212,0.4208,0.1762,0.0,0.0587,46.2919,1.7421,5.7645,0.8612,0.1468,1.1353,6.8606,3.3177,1.2234,0.8906,0.9102,1.2625,0.3034,0.0,0.0196,0.0,0.0098,0.1174,0.0196,0.0,1.0668,1.008,0.0587,0.1272,0.0783,102.1778
175,J. Weigl,2.0,25.0,186.0,72.0,5.533333333333333,18.5,641544,0.3303,0.1016,0.0381,0.0,0.0,60.7538,0.2922,13.6321,1.118,0.1906,1.1942,6.6573,3.9257,0.6479,0.5336,1.3213,1.3975,0.2795,0.0127,0.0,0.0,0.0254,0.0127,0.0,0.0,1.1434,0.991,0.1525,0.2033,0.4574,78.7111
176,Joelinton,4.0,24.0,186.0,81.0,5.375,20.0,106490,2.3469,0.832,0.2732,0.0,0.149,20.8237,1.3411,5.5505,0.7202,0.1118,0.5339,18.6134,7.9222,3.4892,1.8998,1.5397,1.8502,0.2359,0.0,0.0124,0.0248,0.0,0.0,0.0124,0.0,1.2417,1.043,0.1987,0.447,0.1987,80.5333
177,Jorginho,2.25,29.0,180.0,65.75,6.625,52.0,1264695,0.6414,0.2188,0.1283,0.0,0.0528,72.1238,1.1017,9.538,1.4715,0.166,1.8412,8.6401,4.1578,0.8829,0.5433,0.898,1.0715,0.2339,0.0,0.0075,0.0,0.0151,0.0906,0.0151,0.0,1.1394,1.0489,0.0906,0.332,0.2264,132.5222
178,K. Benzema,4.0,33.0,185.0,81.0,7.090909090909091,32.0,34233539,3.2178,1.3842,0.5393,0.0,0.2607,30.776,1.7168,8.1614,0.3056,0.018,0.2517,6.2019,2.5527,2.1212,1.3213,0.5033,0.6292,0.009,0.0,0.0,0.018,0.0,0.0629,0.0,0.0,1.1685,1.0606,0.1079,0.4674,0.1348,111.2556
179,K. Coman,2.0,24.0,179.0,75.0,7.111111111111111,40.0,1100456,2.248,1.1561,0.3533,0.0,0.2248,34.9884,1.8787,12.091,0.4657,0.0,0.3051,10.3568,5.4915,6.198,3.7734,1.959,0.6905,0.0963,0.0,0.0,0.0482,0.0161,0.0,0.0,0.0,1.4291,0.9795,0.4496,0.5941,0.4978,62.2778
180,K. De Bruyne,2.0,29.0,181.0,68.0,7.083333333333333,120.0,11099793,2.7406,0.9854,0.2771,0.0,0.503,57.2662,3.4694,9.1766,1.4473,0.0924,0.7801,9.8335,4.732,2.7201,1.8579,1.088,0.9135,0.1129,0.0,0.0,0.0103,0.0,0.0205,0.0,0.0,1.2112,1.047,0.1642,0.4824,0.2361,97.4222
181,K. Demirbay,2.0,27.0,182.0,72.0,7.090909090909091,19.0,0,2.1998,0.5432,0.1086,0.0,0.3259,45.9234,2.6614,12.2888,1.3171,0.2444,0.9505,10.1569,4.8612,3.0009,2.0097,1.3443,1.9553,0.2987,0.0136,0.0,0.0,0.0,0.0136,0.0,0.0,1.2357,1.0456,0.1901,0.3938,0.3123,73.6444
182,K. Diatta,4.0,21.0,173.0,68.0,2.0,16.0,197203,0.1077,0.0179,0.1974,0.0,0.0,2.5309,0.1795,6.2106,0.1795,0.0179,0.1256,0.3051,0.1795,0.5744,0.3769,0.0538,0.1974,0.1615,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,1.2385,1.0052,0.2333,0.3949,0.3051,55.7111
183,K. Dolberg,4.0,23.0,187.0,83.0,3.7857142857142856,81.0,390778,2.3458,1.1729,0.4751,0.0,0.0742,10.3332,0.7423,9.0416,0.2524,0.0297,0.3266,5.2111,2.4497,1.3956,0.6829,1.4847,1.1432,0.0742,0.0,0.0,0.0594,0.0,0.0297,0.0148,0.0,1.4698,0.9799,0.4899,0.5048,0.6384,67.3556
184,K. Havertz,2.0,21.0,188.0,83.0,6.4,17.5,767485,2.1459,0.9266,0.3804,0.0,0.2048,42.3128,1.5411,7.3643,0.5365,0.0488,0.4487,9.2858,4.3308,3.0237,1.4533,1.5411,0.9364,0.0878,0.0,0.0,0.0098,0.0,0.0488,0.0,0.0,1.1217,1.0144,0.1073,0.2243,0.1756,102.5222
185,K. Kampl,2.0,30.0,178.0,67.0,5.923076923076923,56.0,170960,0.7227,0.2677,0.0669,0.0,0.1338,33.7918,1.2178,12.7138,0.5888,0.0268,1.0037,4.6171,2.061,0.977,0.7093,0.2543,0.7896,0.1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1777,0.977,0.2007,0.3346,0.3078,74.7222
186,K. Koulibaly,3.0,29.0,195.0,89.0,6.454545454545454,24.0,1443167,0.5475,0.1795,0.0628,0.0,0.0269,67.6324,0.2872,7.6653,0.9963,0.6732,1.3105,6.4805,3.5903,0.5475,0.377,0.4308,1.2746,0.2693,0.009,0.018,0.0,0.009,0.0,0.0,0.0,1.0232,1.0143,0.009,0.018,0.0449,111.4111
187,K. Laimer,2.0,23.0,180.0,72.0,6.363636363636363,32.0,32064,0.6379,0.2287,0.0722,0.0,0.1324,33.2535,0.8545,8.8459,2.2386,0.1685,1.3239,9.8689,4.5975,2.058,1.2276,0.7101,2.0941,0.2527,0.012,0.0,0.012,0.0,0.0,0.0,0.0,1.3239,1.023,0.3009,0.3851,0.5296,83.0889
188,K. Manolas,3.0,29.0,189.0,83.0,5.5,21.5,602431,0.5644,0.1683,0.099,0.0,0.0099,42.0541,0.1188,6.9017,0.5248,0.5842,1.4358,4.9015,3.0894,0.1386,0.1188,0.5743,0.8615,0.1287,0.0,0.0,0.0,0.0297,0.0,0.0,0.0,1.0595,1.0298,0.0297,0.1287,0.1683,100.9889
189,K. MbappÃ©,4.0,22.0,178.0,73.0,4.875,180.0,40807990,3.0286,1.662,0.831,0.0,0.2862,18.5411,1.3943,7.2207,0.1385,0.0,0.1662,4.2844,2.1237,3.5365,2.0314,0.9141,0.434,0.1108,0.0,0.0277,0.0462,0.0,0.0092,0.0,0.0,1.145,0.988,0.157,0.2308,0.2216,108.3
190,K. Tierney,3.0,23.0,178.0,70.0,3.0625,28.0,587798,0.1068,0.0427,0.0534,0.0,0.0534,11.9551,0.406,5.7265,0.3098,0.0321,0.4808,1.6774,0.9615,0.5128,0.3846,0.2244,0.235,0.0855,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,1.0791,1.0256,0.0534,0.1389,0.1175,93.6
191,K. Trippier,3.0,30.0,178.0,71.0,6.0,28.0,691216,0.2843,0.0547,0.0109,0.0,0.1968,42.6327,2.1541,8.4741,1.8588,0.2078,0.9513,6.4403,3.7833,0.831,0.5248,0.7982,0.8201,0.0656,0.0,0.0,0.0109,0.0,0.0,0.0219,0.0,1.0825,1.006,0.0765,0.1203,0.3718,91.4556
192,K. Volland,4.0,28.0,178.0,85.0,7.222222222222222,40.0,176399,2.4423,1.1303,0.4037,0.0,0.2422,19.3463,1.3725,6.7011,0.4844,0.0404,0.1917,8.0332,3.2496,1.9175,1.0092,1.534,1.4734,0.1413,0.0,0.0,0.0404,0.0101,0.0,0.0,0.0,1.0899,1.0092,0.0807,0.2422,0.1312,99.0889
193,K. Walker_City,3.0,30.0,178.0,70.0,6.333333333333333,28.0,1786433,0.5592,0.0946,0.0258,0.0,0.1032,65.4225,0.7226,7.9488,1.0151,0.1032,1.0495,7.1057,4.1034,1.2388,0.8258,0.542,0.6882,0.1376,0.0086,0.0,0.0,0.0258,0.0,0.0,0.0,1.1011,0.9979,0.1032,0.1032,0.3097,116.2444
194,K. Zouma,3.0,26.0,190.0,96.0,6.416666666666667,32.0,1500587,0.6504,0.1829,0.0407,0.0,0.0305,43.3333,0.1626,9.3089,1.128,0.5386,1.8598,7.8557,5.2642,0.5691,0.4675,0.5996,0.8435,0.1321,0.0102,0.0,0.0102,0.0102,0.0102,0.0,0.0,1.0772,0.9858,0.0915,0.0407,0.1728,98.4
195,Kepa,1.0,26.0,189.0,84.0,5.538461538461538,24.0,1315497,0.0,0.0,0.0,1.1597,0.0,22.2017,0.0084,6.3193,0.0252,0.0,0.0252,0.4202,0.3529,0.0084,0.0084,0.1513,0.0168,0.0756,0.0,0.0,0.0,0.0,0.0,0.0,0.0672,0.9916,0.9916,0.0,0.0,0.2353,119.0
196,Koke_ATM,2.0,28.0,176.0,77.0,6.363636363636363,48.0,2099960,0.813,0.3358,0.1237,0.0,0.1414,55.3574,1.9089,7.3881,1.1312,0.0972,0.9986,7.6885,3.5791,0.6893,0.4861,1.3344,0.8307,0.1679,0.0088,0.0,0.0177,0.0,0.0,0.0,0.0,1.0782,1.0428,0.0353,0.2298,0.0353,113.1556
197,L. Alberto,2.0,28.0,182.0,70.0,6.444444444444445,44.0,274929,2.7609,0.8304,0.2373,0.0,0.399,46.979,3.0737,6.7298,0.7873,0.0539,0.5716,7.6789,3.462,2.7609,1.8119,1.0893,0.8197,0.1726,0.0,0.0108,0.0108,0.0,0.0216,0.0108,0.0,1.2079,1.0785,0.1294,0.4961,0.2049,92.7222
198,L. Bailey,4.0,23.0,178.0,79.0,6.888888888888889,29.5,516622,2.7273,1.0501,0.35,0.0,0.1604,26.3247,2.2168,9.3777,0.4084,0.0,0.6709,9.3923,4.3024,4.1565,2.246,1.3709,1.0792,0.1167,0.0,0.0292,0.0,0.0,0.0,0.0,0.0,1.4438,0.9626,0.4813,0.5396,0.5834,68.5667
199,L. Bonucci,3.0,33.0,190.0,85.0,6.4,20.0,4299209,0.5557,0.1772,0.0725,0.0,0.0242,52.5054,0.3543,6.2008,0.3302,0.4429,1.1516,3.7366,2.0374,0.153,0.1127,0.604,0.5637,0.1208,0.0,0.0081,0.0081,0.0081,0.0081,0.0,0.0,1.0227,0.9986,0.0242,0.0322,0.1047,124.1778
200,L. Cook,2.0,23.0,175.0,71.0,5.0,16.0,40819,0.6725,0.0791,0.0,0.0,0.0396,37.2066,0.8308,8.9011,1.9978,0.3758,1.1868,10.5626,4.7868,2.3143,1.5429,0.7516,1.2462,0.1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3648,0.989,0.3758,0.2571,0.633,50.5556
201,L. Dendoncker,2.0,25.0,178.0,67.0,4.5,22.5,1035,0.4636,0.2318,0.0676,0.0,0.0,24.0792,0.2125,6.5486,1.2653,0.2028,0.9176,6.2589,3.3419,0.454,0.3767,0.2704,0.5988,0.1449,0.0,0.0193,0.0,0.0193,0.0,0.0,0.0,1.1204,1.0142,0.1062,0.0966,0.2222,103.5333
202,L. Digne,3.0,27.0,178.0,74.0,6.3,28.0,1964483,0.8289,0.2135,0.0754,0.0,0.1633,36.2713,1.9593,9.0678,1.7332,0.1884,1.5825,9.746,5.7019,1.0299,0.5777,0.8038,1.168,0.1633,0.0,0.0126,0.0,0.0126,0.0,0.0,0.0,1.0927,1.0173,0.0754,0.113,0.4521,79.6222
203,L. Goretzka,2.0,25.0,189.0,76.0,6.333333333333333,16.0,1054771,2.4448,0.889,0.2778,0.0,0.1945,38.4226,0.9029,9.2375,0.9724,0.1111,1.3891,9.432,4.8341,1.2224,0.6668,1.528,1.4447,0.125,0.0,0.0,0.0556,0.0139,0.0139,0.0,0.0,1.3752,0.9724,0.4028,0.2917,0.4584,71.9889
204,L. HernÃ¡ndez,2.4,22.8,176.0,69.4,1.4,40.0,1473474,0.0136,0.0,0.0543,0.0,0.0,9.6065,0.0136,3.6228,0.1221,0.0136,0.1764,0.0543,0.0543,0.1357,0.1085,0.2442,0.1357,0.2714,0.0271,0.0136,0.0,0.0136,0.0,0.0,0.0,1.1669,0.9905,0.1764,0.1085,0.4478,73.7
205,L. Insigne,4.0,29.0,163.0,59.0,6.666666666666667,56.0,1333439,4.5303,1.6551,0.3499,0.0,0.2364,48.9817,2.459,8.5593,0.2175,0.0,0.5864,5.1734,2.3266,3.0832,1.7497,0.8323,0.3026,0.1419,0.0,0.0095,0.0,0.0,0.0757,0.0095,0.0,1.1633,1.0498,0.1135,0.4067,0.1608,105.7333
206,L. Klostermann,3.0,24.0,189.0,83.0,6.8,32.0,52955,0.4782,0.1626,0.0956,0.0,0.0478,33.5611,0.6599,7.6419,0.9277,0.2391,1.119,5.3369,3.1562,0.6504,0.3921,0.4687,0.526,0.0287,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,1.119,0.9947,0.1243,0.0861,0.2582,104.5556
207,L. MartÃ­nez_inter,4.0,23.0,179.0,72.0,7.0,64.0,163301,4.2249,1.6839,0.5713,0.0,0.1052,10.3592,1.0374,8.2994,0.4511,0.0601,0.3759,8.9759,4.0294,2.8567,1.3682,2.8567,2.1049,0.3007,0.0,0.015,0.0902,0.0,0.0451,0.0451,0.0,1.3081,0.9923,0.3157,0.3458,0.4661,66.5111
208,L. Messi,4.0,33.0,170.0,72.0,8.222222222222221,112.0,154554857,5.4892,2.707,0.9859,0.0,0.4345,47.8992,2.7404,6.0908,0.2841,0.0,0.2089,11.3461,6.1075,7.6365,5.0882,2.2224,0.5681,0.1253,0.0,0.0,0.0084,0.0,0.0752,0.0334,0.0,1.0945,0.9692,0.1253,0.0251,0.1253,119.6889
209,L. Milivojevic,2.0,29.0,186.0,80.0,5.222222222222222,20.0,120595,1.3108,0.5081,0.2439,0.0,0.0508,41.1844,1.1991,5.853,2.3371,0.3252,1.9612,10.3647,5.1823,0.7316,0.5182,0.9857,1.8291,0.2947,0.0,0.0102,0.0,0.0102,0.1931,0.0203,0.0,1.0466,1.006,0.0406,0.0406,0.0813,98.4111
210,L. MorÃ³n,4.0,27.0,188.0,66.0,7.0,16.0,83982,2.532,1.0522,0.4275,0.0,0.0986,10.4403,0.707,7.4151,0.5097,0.148,0.2795,8.9934,3.5513,1.7757,0.7892,2.1703,1.4304,0.148,0.0,0.0164,0.0329,0.0,0.0,0.0,0.0,1.4633,0.97,0.4932,0.5261,0.6083,60.8222
211,L. Moura,2.0,28.0,172.0,72.0,5.133333333333334,32.0,4417592,2.3062,0.8738,0.3438,0.0,0.1289,23.9503,1.2892,14.1382,1.3608,0.043,0.8308,14.9833,7.3914,4.6268,2.736,2.12,1.1316,0.0859,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,1.5041,1.017,0.487,0.5587,0.8595,69.8111
212,L. Ocampos,2.0,26.0,187.0,84.0,4.666666666666667,32.0,362745,2.57,0.9952,0.3188,0.0,0.1353,20.8213,0.8696,5.6329,1.0918,0.0773,0.9952,14.5024,7.1304,4.4541,2.3865,2.2126,1.6329,0.2995,0.0193,0.0097,0.0193,0.0097,0.0097,0.0,0.0,1.1787,1.0242,0.1546,0.2995,0.2029,103.5
213,L. Paredes,2.0,26.0,180.0,75.0,5.769230769230769,20.0,1628214,1.6896,0.4969,0.1325,0.0,0.1436,60.8245,1.6233,9.8834,1.0601,0.2429,1.1264,6.2945,3.5006,0.8834,0.6184,1.3693,1.2589,0.3534,0.0221,0.0,0.0,0.0,0.0221,0.0,0.0,1.2147,0.9607,0.254,0.1877,0.4086,90.5556
214,L. Pellegrini_ASR,2.0,24.0,186.0,77.0,7.222222222222222,32.0,378548,2.2645,0.7784,0.1274,0.0,0.2972,35.8358,2.8306,10.077,0.8633,0.0566,1.1889,8.4636,3.9063,1.9531,1.1889,1.4578,1.5852,0.2265,0.0142,0.0142,0.0,0.0,0.0142,0.0,0.0,1.3304,1.0473,0.2831,0.5944,0.5095,70.6556
215,L. SanÃ©,3.75,26.25,185.25,75.5,4.5,80.0,5114615,2.2193,0.7847,0.3924,0.0,0.4414,34.4428,1.9741,11.109,0.7602,0.0613,0.6376,11.5381,5.4932,4.5123,2.6362,0.9319,0.748,0.0858,0.0,0.0,0.0245,0.0123,0.0123,0.0123,0.0,1.3733,1.0054,0.3678,0.3924,0.6744,81.5556
216,L. Shaw,3.0,25.0,185.0,75.0,6.076923076923077,17.5,2862273,0.7465,0.2881,0.0262,0.0,0.0917,47.0692,1.0084,12.0882,1.5847,0.3012,1.0608,8.0806,4.5838,1.4144,0.9953,0.6679,1.1918,0.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1263,1.0084,0.1179,0.131,0.3012,76.3556
217,L. SuÃ¡rez,3.2,27.0,176.72,72.72,5.56,28.0,37921733,2.7517,1.1958,0.5023,0.0,0.1778,16.3188,1.1024,6.6146,0.3823,0.0489,0.2356,6.4991,2.645,2.2093,1.1158,1.3603,1.2625,0.2578,0.0044,0.0,0.0489,0.0,0.0445,0.0178,0.0,1.2402,1.0091,0.2312,0.3601,0.3156,224.9556
218,L. Torreira,2.0,24.0,168.0,64.0,7.0,36.0,1267083,1.0352,0.2775,0.0961,0.0,0.0534,50.8858,0.9072,9.317,1.302,0.2348,1.793,10.3522,5.9872,1.0672,0.7684,2.444,1.2914,0.1814,0.0,0.0107,0.0107,0.0107,0.0,0.0,0.0,1.2914,0.9605,0.3308,0.2348,0.4162,93.7
